"Status","Year","Ethnicity","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","16-19","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Greater Manchester","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Inner London - East","70","60","32390","30750"
"New entrant CS","2022","Mixed","20-29","Inner London - West","200","200","31700","31400"
"New entrant CS","2022","Mixed","20-29","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Outer London - West and North West","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","West Midlands","60","60","25270","23500"
"New entrant CS","2022","Mixed","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Inner London - East","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Inner London - West","60","60","43560","40350"
"New entrant CS","2022","Mixed","30-39","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","West Midlands","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
