"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Defence Electronics and Components Agency","Ministry of Defence","90","90","28920","27460"
"In post","2021","40-49","Defence Equipment and Support","Ministry of Defence","2180","2100","40840","39820"
"In post","2021","40-49","Defence Science and Technology Laboratory","Ministry of Defence","1020","970","44810","46080"
"In post","2021","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","990","950","56800","54300"
"In post","2021","40-49","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","280","270","57970","58190"
"In post","2021","40-49","Department for Education (excl. agencies)","Department for Education","1460","1380","48650","49860"
"In post","2021","40-49","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","1450","1370","46310","47050"
"In post","2021","40-49","Department for International Trade","Department for International Trade","450","440","53370","51970"
"In post","2021","40-49","Department for Transport (excl. agencies)","Department for Transport","780","750","54840","54760"
"In post","2021","40-49","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","21670","19500","28110","27570"
"In post","2021","40-49","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","730","700","53700","52080"
"In post","2021","40-49","Disclosure Scotland","Scottish Government","70","60","32270","28170"
"In post","2021","40-49","Driver and Vehicle Licensing Agency","Department for Transport","1540","1410","27950","21590"
"In post","2021","40-49","Driver and Vehicle Standards Agency","Department for Transport","1190","1150","30530","27680"
"In post","2021","40-49","Education and Skills Funding Agency","Department for Education","550","530","45070","40940"
"In post","2021","40-49","Education Scotland","Scottish Government","90","80","55580","58560"
"In post","2021","40-49","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","40-49","FCDO Services","Foreign, Commonwealth and Development Office","240","240","43130","39580"
"In post","2021","40-49","Food Standards Agency","Food Standards Agency","360","350","40490","37910"
"In post","2021","40-49","Food Standards Scotland","Scottish Government","70","70","37940","33620"
"In post","2021","40-49","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","1970","1910","53830","55620"
"In post","2021","40-49","Forestry and Land Scotland","Scottish Government","230","220","33840","31060"
"In post","2021","40-49","Government Actuary's Department","Chancellor's other departments","50","40","[c]","[c]"
"In post","2021","40-49","Government Internal Audit Agency","HM Treasury","130","130","49560","48780"
"In post","2021","40-49","Government Legal Department","Attorney General's Departments","730","650","59620","64680"
"In post","2021","40-49","Government Property Agency","Other Cabinet Office Agencies","60","60","50960","51570"
"In post","2021","40-49","Health and Safety Executive","Department for Work and Pensions","670","630","46150","45100"
"In post","2021","40-49","HM Courts and Tribunals Service","Ministry of Justice","3770","3360","26090","22080"
"In post","2021","40-49","HM Land Registry","HM Land Registry","1270","1180","33640","27130"
"In post","2021","40-49","HM Prison and Probation Service","Ministry of Justice","11450","10920","32410","31650"
"In post","2021","40-49","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","13890","12950","32550","29570"
"In post","2021","40-49","HM Treasury (excl. agencies)","HM Treasury","220","210","60480","63410"
"In post","2021","40-49","Home Office (incl. agencies)","Home Office","9040","8470","33870","28850"
"In post","2021","40-49","Insolvency Service","Department for Business, Energy and Industrial Strategy","500","480","34450","34050"
"In post","2021","40-49","Institute for Apprenticeships and Technical Education","Department for Education","50","50","51420","50470"
"In post","2021","40-49","Legal Aid Agency","Ministry of Justice","320","300","30790","25670"
"In post","2021","40-49","Maritime and Coastguard Agency","Department for Transport","310","300","39100","36110"
"In post","2021","40-49","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","330","320","53990","53810"
"In post","2021","40-49","Met Office","Department for Business, Energy and Industrial Strategy","550","520","43150","41900"
"In post","2021","40-49","Ministry of Defence (excl. agencies)","Ministry of Defence","7870","7600","34160","33000"
"In post","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","550","530","51750","51660"
"In post","2021","40-49","Ministry of Justice (excl. agencies)","Ministry of Justice","1410","1360","45880","42700"
"In post","2021","40-49","National Crime Agency","National Crime Agency","1380","1340","42580","40210"
"In post","2021","40-49","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","40-49","National Records of Scotland","Scottish Government","110","100","38310","35110"
"In post","2021","40-49","National Savings and Investments","Chancellor's other departments","60","60","54530","49220"
"In post","2021","40-49","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","510","490","52240","51360"
"In post","2021","40-49","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","250","240","55590","52850"
"In post","2021","40-49","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","80","80","48220","46660"
"In post","2021","40-49","Office of Rail and Road","Office of Rail and Road","90","80","55050","55430"
"In post","2021","40-49","Office of the Public Guardian","Ministry of Justice","250","230","23160","20650"
"In post","2021","40-49","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Planning Inspectorate","Ministry of Housing, Communities and Local Government","250","230","43420","47660"
"In post","2021","40-49","Public Health England","Department of Health and Social Care","1790","1640","47630","43880"
"In post","2021","40-49","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Registers of Scotland","Scottish Government","300","290","34590","30080"
"In post","2021","40-49","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Royal Fleet Auxiliary","Ministry of Defence","390","390","40220","35380"
"In post","2021","40-49","Rural Payments Agency","Department for Environment, Food and Rural Affairs","690","620","27220","25190"
"In post","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Courts and Tribunals Service","Scottish Government","370","340","29860","29350"
"In post","2021","40-49","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Forestry","Scottish Government","60","60","35980","35680"
"In post","2021","40-49","Scottish Government (excl. agencies)","Scottish Government","2070","1960","47970","46600"
"In post","2021","40-49","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Scottish Government","820","800","32940","33650"
"In post","2021","40-49","Scottish Public Pensions Agency","Scottish Government","70","60","33720","29190"
"In post","2021","40-49","Serious Fraud Office","Attorney General's Departments","110","100","51950","53330"
"In post","2021","40-49","Social Security Scotland","Scottish Government","300","290","34520","30650"
"In post","2021","40-49","Standards and Testing Agency","Department for Education","40","40","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Scottish Government","60","60","33540","28680"
"In post","2021","40-49","Submarine Delivery Agency","Ministry of Defence","390","380","46290","42950"
"In post","2021","40-49","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","The National Archives","150","140","39640","36710"
"In post","2021","40-49","Transport Scotland","Scottish Government","130","120","50980","48930"
"In post","2021","40-49","UK Export Finance","UK Export Finance","110","110","58520","53950"
"In post","2021","40-49","UK Hydrographic Office","Ministry of Defence","220","210","38370","33330"
"In post","2021","40-49","UK Intellectual Property Office","Department for Business, Energy and Industrial Strategy","430","400","42500","39480"
"In post","2021","40-49","UK Space Agency","Department for Business, Energy and Industrial Strategy","60","60","49380","49310"
"In post","2021","40-49","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","United Kingdom Statistics Authority","1070","980","37910","36030"
"In post","2021","40-49","Valuation Office Agency","HM Revenue and Customs","770","720","33980","30500"
"In post","2021","40-49","Vehicle Certification Agency","Department for Transport","50","40","[c]","[c]"
"In post","2021","40-49","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","60","50","44910","40970"
"In post","2021","40-49","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Water Services Regulation Authority","100","100","62260","56230"
"In post","2021","40-49","Welsh Government (excl. agencies)","Welsh Government","1670","1580","43960","37410"
"In post","2021","40-49","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","320","310","35240","34500"
"In post","2021","50-59","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","740","700","32670","28980"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Cabinet Office","1510","1480","56830","52630"
