"Status","Year","Profession_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Commercial","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Inner London - West","40","30","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","16-19","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Inner London - West","210","200","32500","32560"
"New entrant CS","2022","Communications","20-29","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Inner London - West","70","60","42820","40650"
"New entrant CS","2022","Communications","30-39","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Inner London - West","40","30","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
