"Status","Year","Disability","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","60","50","28220","23850"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","East Wales","70","60","32210","25100"
"In post","2021","Declared disabled","Companies House","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Inner London - East","40","40","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","West Central Scotland","40","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","West Central Scotland","50","40","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Wales","30","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Greater Manchester","40","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Inner London - West","160","150","47150","40800"
"In post","2021","Declared disabled","Crown Prosecution Service","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Merseyside","40","40","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Midlands","50","40","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","West Yorkshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Dorset and Somerset","40","40","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","840","810","36900","34130"
"In post","2021","Declared disabled","Defence Equipment and Support","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","290","280","37440","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","140","140","39500","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Kent","40","30","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","430","420","47760","41780"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Inner London - West","110","110","47390","40690"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Greater Manchester","90","90","37370","33350"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Inner London - West","170","160","49050","41130"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","South Yorkshire","110","110","37720","36500"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Tees Valley and Durham","50","50","37590","36780"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","West Midlands","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","40680","36970"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
